track_id,title,artist,performer_group_id,genre,lyrics_language,annotation_file,vocal_audio_relative_path,word_index,word_id,word_text,syllable_index_in_word,syllable_id,syllable_text,start_sec,end_sec,duration_sec,melisma_labels,no_melisma,is_ornamented,label_count,luk,cengkok,gregel,embat,nggandhul,fold_1_split,fold_2_split,fold_3_split,fold_4_split,fold_5_split
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,0,IKD_001_word_0,lama,0,IKD_001_word_0_syll_0,la,49.190892335,49.686,0.495107665,nggandhul,0,1,1,0,0,0,0,1,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,0,IKD_001_word_0,lama,1,IKD_001_word_0_syll_1,ma,49.686,50.136,0.45,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,1,IKD_001_word_1,nian,0,IKD_001_word_1_syll_0,ni,50.383,50.711543336,0.328543336,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,1,IKD_001_word_1,nian,1,IKD_001_word_1_syll_1,an,50.711543336,51.473,0.761456664,embat,0,1,1,0,0,0,1,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,2,IKD_001_word_2,kau,0,IKD_001_word_2_syll_0,kau,51.523,51.953,0.43,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,3,IKD_001_word_3,kunanti,0,IKD_001_word_3_syll_0,ku,52.003,52.234,0.231,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,3,IKD_001_word_3,kunanti,1,IKD_001_word_3_syll_1,nan,52.234,53.263,1.029,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,3,IKD_001_word_3,kunanti,2,IKD_001_word_3_syll_2,ti,53.263,55.433,2.17,cengkok|gregel,0,1,2,0,1,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,4,IKD_001_word_4,kekasihku,0,IKD_001_word_4_syll_0,ke,55.483,55.888,0.405,nggandhul,0,1,1,0,0,0,0,1,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,4,IKD_001_word_4,kekasihku,1,IKD_001_word_4_syll_1,ka,55.888,56.328,0.44,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,4,IKD_001_word_4,kekasihku,2,IKD_001_word_4_syll_2,sih,56.334,57.062,0.728,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,4,IKD_001_word_4,kekasihku,3,IKD_001_word_4_syll_3,ku,57.062,58.389,1.327,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,5,IKD_001_word_5,pujaan,0,IKD_001_word_5_syll_0,pu,58.444,58.927,0.483,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,5,IKD_001_word_5,pujaan,1,IKD_001_word_5_syll_1,ja,58.927,59.451,0.524,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,5,IKD_001_word_5,pujaan,2,IKD_001_word_5_syll_2,an,59.451,59.854,0.403,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,6,IKD_001_word_6,hatiku,0,IKD_001_word_6_syll_0,ha,59.858697142,60.74,0.881302858,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,6,IKD_001_word_6,hatiku,1,IKD_001_word_6_syll_1,ti,60.74,61.145,0.405,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,6,IKD_001_word_6,hatiku,2,IKD_001_word_6_syll_2,ku,61.145,64.936,3.791,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,7,IKD_001_word_7,tiada,0,IKD_001_word_7_syll_0,ti,66.804,67.146,0.342,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,7,IKD_001_word_7,tiada,1,IKD_001_word_7_syll_1,a,67.146,67.548,0.402,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,7,IKD_001_word_7,tiada,2,IKD_001_word_7_syll_2,da,67.548,68.594,1.046,gregel,0,1,1,0,0,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,8,IKD_001_word_8,kabar,0,IKD_001_word_8_syll_0,ka,68.644,68.958,0.314,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,8,IKD_001_word_8,kabar,1,IKD_001_word_8_syll_1,bar,68.963,70.094,1.131,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,9,IKD_001_word_9,dan,0,IKD_001_word_9_syll_0,dan,70.144,70.514,0.37,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,10,IKD_001_word_10,berita,0,IKD_001_word_10_syll_0,be,70.564,70.882,0.318,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,10,IKD_001_word_10,berita,1,IKD_001_word_10_syll_1,ri,70.882,71.546,0.664,gregel,0,1,1,0,0,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,10,IKD_001_word_10,berita,2,IKD_001_word_10_syll_2,ta,71.546,73.172,1.626,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,11,IKD_001_word_11,melepas,0,IKD_001_word_11_syll_0,me,74.279640531,74.789,0.509359469,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,11,IKD_001_word_11,melepas,1,IKD_001_word_11_syll_1,le,74.789,75.15,0.361,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,11,IKD_001_word_11,melepas,2,IKD_001_word_11_syll_2,pas,75.15,75.614809188,0.464809188,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,12,IKD_001_word_12,rinduku,0,IKD_001_word_12_syll_0,rin,75.665,77.022,1.357,cengkok|gregel,0,1,2,0,1,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,12,IKD_001_word_12,rinduku,1,IKD_001_word_12_syll_1,du,77.022,77.62,0.598,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,12,IKD_001_word_12,rinduku,2,IKD_001_word_12_syll_2,ku,77.62,81.868,4.248,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,13,IKD_001_word_13,berselimut,0,IKD_001_word_13_syll_0,ber,91.086,91.694,0.608,luk|nggandhul,0,1,2,1,0,0,0,1,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,13,IKD_001_word_13,berselimut,1,IKD_001_word_13_syll_1,se,91.694,91.811,0.117,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,13,IKD_001_word_13,berselimut,2,IKD_001_word_13_syll_2,li,91.811,92.145,0.334,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,13,IKD_001_word_13,berselimut,3,IKD_001_word_13_syll_3,mut,92.145,93.516,1.371,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,14,IKD_001_word_14,gelapnya,0,IKD_001_word_14_syll_0,ge,93.586490196,93.827,0.240509804,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,14,IKD_001_word_14,gelapnya,1,IKD_001_word_14_syll_1,lap,93.827,94.934,1.107,cengkok|gregel,0,1,2,0,1,1,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,14,IKD_001_word_14,gelapnya,2,IKD_001_word_14_syll_2,nya,94.934,95.956,1.022,no_melisma,1,0,0,0,0,0,0,0,validation,test,train,train,train
IKD_001,Kr. Belaian Cinta - Ika Kurniawati | Lagu Keroncong Indonesia - Official Music Video,Ika  Kurniawati,Ika  Kurniawati,Keroncong Asli,indonesian,IKD_Dataset/Song_Annotations/IKD_001_completed_annotation.json,IKD_001/vocals.wav,15,IKD_001_word_15,malam,0,IKD_001_word_15_syll_0,ma,96.006,96.803,0.797,luk,0,1,1,1,0,0,0,0,validation,test,train,train,train
